1000000,0.000030422271349639374
2000000,0.00003238055275733842
3000000,0.00003431764775752022
4000000,0.000036234286527436765
5000000,0.000038131169351141025
6000000,0.0000400089674670312
7000000,0.00004186832385366657
8000000,0.00004370985745505429
9000000,0.000045534160248106303
10000000,0.00004734180131715782
11000000,0.000049133327305161956
12000000,0.000050909262818921164
13000000,0.00005267011423137902
14000000,0.000054416366489506984
15000000,0.0000561484868133455
16000000,0.00005786692486453582
17000000,0.00005957211289442377
18000000,0.000061264469195077
19000000,0.00006294439480414304
20000000,0.0000646122768828139
21000000,0.0000662684886942877
22000000,0.00006791338957667925
23000000,0.00006954732811781383
24000000,0.0000711706388181188
25000000,0.00007278364521523528
26000000,0.0000743866597319176
27000000,0.00007598274200071309
28000000,0.00007756667342717627
29000000,0.0000791414882670427
30000000,0.00008070745898036691
31000000,0.0000822648490528266
32000000,0.00008381391275036343
33000000,0.00008535489791605677
34000000,0.00008688804262502181
35000000,0.00008841357795486005
36000000,0.00008993172767235436
37000000,0.00009144652088899363
38000000,0.0000929467298962372
39000000,0.00009444399649249924
40000000,0.00009593470497404333
41000000,0.00009741904659743561
42000000,0.00009890320990812995
43000000,0.00010037125517081691
44000000,0.00010183758079462812
45000000,0.00010329824908517082
46000000,0.00010475342448046376
47000000,0.0001062032660621437
48000000,0.00010764793001105666
49000000,0.00010908756634475658
50000000,0.00011052232136354867
